user_id,recipe_id,date,rating,review
2002369442,104975,2018-12-17,2,"I hate to leave such a negative review after so many positive ones, but these just did not work out for me. I used just milk and dark chocolate Hershey kisses &amp; had no problem with the initial preparation of baking, melting, and squishing down the kisses with an M&amp;M. I ran into a huge problem when I removed these from the freezer. When I placed these in a baggie for storage, all of the kisses detached from the pretzels. Now, I didn’t forcibly toss them into the bag, but I didn’t delicately place them in there either. I simply removed them from the tray and put them into a Ziploc bag for storage and they all came apart. I had to place them back into the oven to remelt and squish down again. I left them out to resolidify and that seems to work well, but it was a giant waste of time to have to redo everything. My plan was to make a ton of these to bag up and give to coworkers for the holidays, but I am afraid they will all end up with a bag of “naked” pretzels and M&amp;Ms Hershey kisses. I guess it will just seem like festive trail mix, but that’s not what I was going for, and not what this recipe was supposed to do."
2001513060,367414,2018-12-17,1,"maybe I did something wrong , but I thought they tasted horrible and nothing like any caramels I have ever had"
2001821103,98867,2018-12-17,5,This bread was easy to make and tasted delicious. The only thing I did different from the recipe was I soaked the raisins in some dark rum and sugar and I added 1/2 cup more raisins. I liked that the recipe included the temperature of the milk and the water. Very important component to the recipe which most people leave out. So thank you for a great recipe!
2001467041,19023,2018-12-17,5,"My son started his high school wrestling season and had to adjust his diet to make weight. Therefore, he's eating almost exclusively meals made with a combination of chicken breasts, brown rice, broccoli, green bean and snap peas. I wanted to make him a BBQ sauce to flavor the chicken. I'm so grateful to Dana-MMH for posting her finger lickin- good BBQ sauce because it is DIVINE! This yielded about 24 ounces of sauce and I wanted to store it in a mason jar. Well, that left about 4 ounces extra. I could not stop spooning it into my mouth! It has a perfect balance of sweetness, vinegar, heat and savoriness."
2002369511,80156,2018-12-17,5,"I've always been afraid to try making gingerbread men. Between rolling and cutting the cookies and finding a recipe where the cut outs wouldn't spread and look like gingerbread blobs, there were just too many ways to fail. So for years I just didn't try. But I love gingerbread. A lot. No really, a LOT. So I looked at about fifty different recipes (no exaggeration) and ultimately decided to try this one. I am SO glad I did. The dough was easy to put together. Foolproof even. It was easy to roll out and the cookies didn't spread when cooked. These will, without a doubt end up in my regular Christmas rotation!"
2002025577,173518,2018-12-17,5,This is the best coffee cake I've made in a long time. It was easy to put together and not too crumbly that I couldn't slice it.
2002369550,80156,2018-12-17,4,"Let me start by saying my spices were not super fresh, so that could be my problem. These rolled out beautifully smooth, baked nicely, and are perfect for icing. But I followed the recipe exactly and they came out so bland! It tasted like plain banana bread for some reason. (My husband will love that.) I used regular molasses as another user suggested. What could be my problem here? Did anyone add to the amount of spices in this recipe? I like strong flavors and I’m just not getting it. UPDATE: the next day they tasted better, and the texture is AMAZING. I’ll try again with fresh spices. I’m a believer."
527509,78552,2018-12-17,2,"This cake did not bake properly. It was burnt on the outside and raw in the middle. I had to turn the oven off and leave the cake in there... It had barely sent... 350 is way too hot. Even 325 is way too hot. I would recommend 300... In the end it tasted good enough, but I think it could have used a bit more extract.( BTW, If you decide to use mini loaf pans, I recommend 325 for 50 minutes.) I really wanted to give this recipe five stars, but with such an incorrect baking temperature and time I don't think I can. Eventually, I'll try and make this again... But I'll be baking us at 300 next time. I'll see what happens in posting update! I really really wanted to like this. Maybe next time it'll be better."
2002369650,468382,2018-12-17,2,Doesn't tell you how much water to use. It doesn't make donut holes... It makes funnel cake.
2002369373,472402,2018-12-17,5,"I haven't had this for over 30 years, the last time when I lived in Minnesota in an area with many people of German descent. It tasted just like I remembered. Thank you!"
2002369789,215974,2018-12-17,5,"These scones are the diddly darn BEST scones I have ever tasted in all my 62 years of bein alive on this wonderful earth! My Mexican husband said they were &quot;deliciouso! whatever that means&quot; If I could give more stars, I would. ;)"
2002369395,112647,2018-12-17,1,My husband says it tastes like a sock!
2002370317,69990,2018-12-17,5,"This is a pretty good recipe. Though not a knock on the finished product, the amounts are overkill. I have successfully used the basic recipe for three pounds of chicken tenders. BTW, make sure the tenders are at room temperature as cold from the fridge congeals the butter quick. And this exact recipe is on several websites."
2002369315,74608,2018-12-17,5,"This was my first time trying to make Gingerbread Cookies and they came out wonderful. The coloring, flavor and texture were perfect. I followed you instructions completely except I used the plastic wrap when I was rolling out the dough before cutting. That prevents any sticky to the rolling pin. Of course you have to work fast, as you stated or it just gets soft and sticky to cut. Thank you! I hope my child’s class enjoys them."
2002369261,4478,2018-12-17,0,Eihave made a similar recipe previously and found this very confusing. It is really important to specify whether temps. Are Celsius or Fahrenheit. The whole thing is ruined if you use 250 F to dry it out!!
2002370136,397552,2018-12-17,0,"Oh, my. Polish myself. There is NO mushroom soup in Golumpkis!"
117501,529600,2018-12-17,5,This is our go-to recipe for soft chocolate chip cookies. They turn out perfect every time. Thanks for posting.
1271506,53121,2018-12-17,5,"Saw Sara Moulton cook this on her show with the suggestion that they be used as holiday gifts. I just &quot;field tested&quot; the recipe and will definitely be taking her advice; what an interesting, sophisticated snack!"
2002369856,114514,2018-12-17,5,"I don't often review recipes, but I have to say, this is an AWESOME recipe! My husband and I LOVED this, and we really aren't big black eyed pea fans. I made it to take for a covered dish to a Christmas party. The flavor is wonderful. Only changes were, I used frozen black eyed peas. I cut the bacon into pieces before I saut&eacute;ed it in the Instant Pot, then I added the rest of the ingredients (added more garlic cause there can never be too much garlic in anything). Then set the IP to the soup setting, which cooked it for 10 minutes. Then I got busy and left it in there for 20-30 minutes on natural release. The peas were tender and the soup is flavorful! I recommend this recipe."
2002359509,537351,2018-12-17,0,"Made this today. It was delicious! I recommend using only one packet of the onion soup mix, well distributed over the chicken. There should still be plenty of flavor."
2001513060,192495,2018-12-17,5,This is a keeper. Delicious Soup that both my hubby and I loved. I look forward to making it again.
2002370192,263707,2018-12-17,0,"I had this magazine for many years and lost it in one of my moves. I have searching the internet for as long as I can remember and was never able to locate the exact recipe. knew most of the ingredients so I could tell the ones I found were not the right one. This year, I searched again and lo and behold, I finally found it I used a Mikasa Parklane Crystal glass bottom which leaves a star shaped indentation. The sugar crystals fall into the grooves so the cookies look like snow, stars or Christmas ornaments. I adore this recipe so much. My kids always know I would make these and have always related Christmas to me making these cookies. I feel like it's my own recipe, though I know it's not. Thank you for sharing this recipe !! Feeling Grateful &amp; Blessed !!"
454804,20713,2018-12-17,0,"Made this as gifts. Did 6, quart jars plus had enough left over to fill the Nesquick canister full. Finely ground up some candy canes and mixed in . Layered the jars with chocolate chips, broken candy canes and marshmallows. Printed some mixing instructions and glued to the back of the Christmas tag. Upped the cocoa powder and did 2 regular boxes of pudding."
10433937,219828,2018-12-17,0,"I love chocolate martinis. When I was at a friends wedding years ago in La Jolla, CA I had the best martini ever and this is what took it over the top. The bartender pulled out a little tub of chocolate ganache and slathered it around the rim of the glass. It was so good, no messy dripping chocolate around rims. I've had one before that the chocolate ran inside and outside the glass. Try this method of a chocolate rim and you will never go back to syrup drizzle."
400708,5123,2018-12-17,5,"I was shocked at the amount of Baking Powder, but went with it and so glad. Made just as directed and they come perfect. Light, airy and such a wonderful flavor of almonds and lemon. I've never made these before but they are going on my cookie must make from now on. Thanks so much for posting."
2002369939,528696,2018-12-17,0,"Very good recipe. I used Trader Joes corn medley and added a little fresh sweet bell pepper , but it was great."
2002368412,257924,2018-12-16,5,Very good. Used lard and turned out good.will make again.
1924549,184356,2018-12-16,5,These are a favorite with friends that I give Christmas cookies to and are requested each year. They spread out quite a bit and don't look successful but have a nice balance of crunchy and chewy.
2002367966,288125,2018-12-16,5,I followed the recipe (using bread flour) to the T and was rewarded with fabulous pasta. Thank you for the detailed instructions. Very encouraging for a first time pasta roller!
2002369208,30965,2018-12-16,4,"These were so tasty! I skipped the rolling them into balls part, though and just dropped by the spoonful into my simmering broth. I think this kept them from being too dense, as some users are complaining of."
2002368159,269925,2018-12-16,5,these cookies are amazing! i followed this exact recipe when i made them and they were so chewy and so soft. everyone who has tasted them has asked me if i can make them again. 10/10!
2216466,132194,2018-12-16,4,I found the cookie dough to be a bit dry. I added an egg and a full jar (16.3 oz) of creamy peanut butter.
2002159532,50245,2018-12-16,5,"Very good. Made this for a party of 25 people... Made ahead and just reheated (covered) in the oven. Added sliced lonins between layers of chicken and it looked beautiful. Tasted great. I did cut the butter to about half, still wonderful flavor. Will make again for company and family dinner!"
2002368926,118242,2018-12-16,5,Easy to make and looking forward to sharing the brownies with my team at work!
448342,332410,2018-12-16,4,Made this last night for a dinner party. Everyone seemed to like them and one person requested the recipe. I wanted to use the flaky dough sheet listed on the recipe but was unable to find it at our local grocery. I chose to use a pie crust. Thanks for sharing this recipe.
1628152,340812,2018-12-16,5,"This is a keeper! Thank you for sharing. I used the Pillsbury Best GF blend (which already has Xanthan Gum), maple syrup instead of honey (because we have a ton of maple syrup) and Crisco instead of butter or margarine since we're allergic to both. They came out fantastic, despite my wobbly scoring. Now I can make smore's and graham cracker crusts!"
2001886735,19678,2018-12-16,0,"I made this, but only used one tablespoon of sugar with a dash of stevia for sweetness. We poured it over a banana split, and my kids loved it!"
2002369137,372087,2018-12-16,0,I feel like Paula Deen made this recipe.
2002243128,331217,2018-12-16,5,"Really good, I used plain honey and butter, turned out a little burnt but I think if I just cut 5ish minutes off the cooking time it would have been perfect. Tasted great, I made it yesterday afternoon and as of bedtime today there are only three slices left."
2000718194,94271,2018-12-16,5,"Great bread. Saving this recipe, as this is a new family favorite! Thank you!"
2001997532,129926,2018-12-16,5,These enchiladas are amazing! Have made several times and have tweaked by using rotisserie chicken to save time and it adds a tremendous amount of flavor! Best sour cream enchiladas ever! Get so many compliments!
2002368179,371510,2018-12-16,1,Worse recipe I have ever done! Should have added milk only as needed after flavorings. Goopy gloppy a child could have done better and these are supposed to go to people for the Holidays - hopefully it will set and not make the cookies soggy. I am really irked with the results and I won't be accessing recipes on this website again.
282673,330437,2018-12-16,5,"I have made this at Christmas for several years now. If you are looking for a people-pleaser, this is it! I am not as wild about it myself, but others LOVE it. I always take some to work. Last year, one of my coworkers asked me to make a loaf that he could take home. It didn't happen last year, but I surprised him with one this year. He was on the verge of tears of joy. Later my boss came up to me with a slice in his hand, saying, &quot;This is SOO good! What am I eating?&quot; It really provokes that strong of reactions. A universal fave amongst my recipients."
218535,83524,2018-12-16,3,Only ok. We did not like the taste of the butter
2000498330,118122,2018-12-16,5,"Lovely bread. Soft texture, high rising. I added the apples with the other ingredients and turned out fine. Too busy to wait for the beep. Very happy."
2002366660,106641,2018-12-16,1,"This recipe didn't work for me at all. Followed it to the letter (two attempts), and the mixture ended up separating and I couldn't get it to reincorporate. Had to throw both batches out. ?? I'm at high altitude, so don't know if that made a difference."
2002368038,473466,2018-12-16,0,"The pie is still in the oven so I can't yet say how it tastes, however, the recipe made enough filling for two pies. I used an electric mixer to blend the juice/cream cheese/condensed milk/egg yolks because a whisk would've had a hard time incorporating the cream cheese. Maybe this created extra fluff, I don't know. But anyway, if anyone else is going to take such a step as I, make two pie shells for sure. Also, mine puffed up considerably in the oven, so take care when filling the pie shell."
2002368940,395966,2018-12-16,5,"I used my bread machine set on dough setting. Then shaped in sandwhich roll form, and sprinkled everything bagel topping after rise, baked on 375 for 25 minutes. My whole house smelled like subway making their bread. Taste great. Love this recipe."
2002368262,63071,2018-12-16,0,"Lovely recipe. I tweaked it milk wise,had some real cream leftover and whole milk mix. Mmmm yummy! Added lightly chopped blueberries, Excellent!"
218535,108068,2018-12-16,5,I did not put the cheese slices on top. Still good.
2002368345,80156,2018-12-16,5,"This recipe is perfect! I have made it both with lemon zest and without and they are delicious both ways. The MOST important instructions is to let it rest for the two to eight hours. The longer the better. There is no other adjustment required if you follow the measurements precisely. These will disappear quicker than you can decorate them,"
2002368953,254395,2018-12-16,5,"I used this recipe yesterday; and it was my first time ever attempting to make cheese filled pierogi. I was raised on Leniwe as our holiday tradition. These turned out to be absolutely perfect! After reading the reviews, I followed the advice of adding water to dough to get it to the right consistency after mixing it all together. Everything that followed was easy. Rolling, filling, pressing the edges together (sometimes I saw that they were coming apart before I put into water so I just pressed harder or wet the edge with my finger to get them to stay). Each one turned out beautiful. I was so excited about this recipe; I shared with my mom (she's 84) and she's going to make them too!"
2002367998,243008,2018-12-16,5,"Wow, this was incredible. I used pork andouille sausage and added a generous amount of cayenne pepper since we like spicy food and it was fantastic."
2002368192,201364,2018-12-16,5,"Frosting dreams come true ! I Doubled , ((I always use salted butter)) using a 7.5 cup bag of powdered sugar At least 1/2 cup whipping cream plus a splash 3 tsp high quality vanilla And 1/4 teaspoon almond ext, just enough Not to notice it - but pairs excellent if you use just a tiny bit I am amazed - this is the perfect cookie frosting perfect anything frosting this is - the oh my god wedding cake frosting Die and go to heaven I’ll just have a spoon of that You can absolutely use milk , whole is always better but the ratio / of sugar butter flavor is just the best"
2000058449,116269,2018-12-16,5,"The first time I made these, I didn't have ketjap manis, so used soy sauce mixed with a little brown sugar (after reading what ketjap manis was supposed to taste like). This added a sweetness that plain soy sauce doesn't give and adds a whole new dimension to the flavor. I've made them several times since, sometimes just with soy sauce, but our favorite way is with the soy/brown sugar mixture. They're delicious either way and they freeze so perfectly, I make extras every time and toss a few bags in the deep freeze for a quick, easy meal when we need it. Thanks for an amazing, easy and delicious recipe!!"
218535,14814,2018-12-16,5,Good use of leftover ham.
218535,242547,2018-12-16,5,amazing. one of the best crockpot bbq recipes
2002368117,349246,2018-12-16,1,"Awful. The texture of the batter was odd and the only thing I could taste was flour. And might I add, I added 2 teaspoons of flour. Another thing, the batter did not rise at all. Never trying again, would not recommend."
2000567739,149257,2018-12-16,5,I love this recipe! The first time I tried this recipe it was the first time I ever made gingerbread or a gingerbread house. The dough was super easy to make and work with. I had to convert the recipe into a gluten free one and it was just perfect. The spices are spot on. This is the best tasting gingerbread I ever had. I have used this recipe three times and each time it came out great and was easy to work with. Everyone who tried the cookies or house said that it was the best gingerbread they have had. I made it exactly as written except for substuting butter for margarine and gluten free flour blend with xanthan gum for the flour. Won’t bother trying any other recipe. This is my go to recipe forever. Thank you for this wonderful recipe!
2002093000,56804,2018-12-16,5,"What a great idea, you had me @ blue bayou where I had my first Monte Cristo (&amp; fell in love with) decades ago! This was tasty &amp; will be making again. Actually it's dinner tonight!"
2001309141,423478,2018-12-16,5,"Wonderfull recipe wich I have been making with pleasure. Most of times I substitute the sugar and use honey, even for the walnuts and cinnamon. It makes a delicious flavor and it smells all over the appartment. First time I bought a natural apple juice, but since the second time I use apple and a mixer to make the apple juice, which makes the cake more soft. Delicious, I do not use sugar or any top, the cake for itself is one of the best cakes which i have eaten."
2002368308,25745,2018-12-16,5,This was awesome...I left the beer out and added carrots...corn bread was also a nice addition...
2002367957,24297,2018-12-16,5,I made this for my family and they fell in love. We love spedini but this is even better!!
146742,278872,2018-12-16,5,It is a great appetizer for any occasion at home or to take to a gathering. This is already a favorite.
2001169689,221178,2018-12-16,5,"They puffed up very nicely. I substituted 1/4 c of powdered sugar, chilled two hours before rolling in sugar and baking. Deb says very cake like. I like too."
2002151445,446449,2018-12-16,5,"Very good! I followed the recipe, however I used just a few less noodles as I prefer lots of sauce (and I’m only cooking for two), and I omitted the peas simply because I don’t like them. Loved it, perfect amount of spice!"
2002368255,434121,2018-12-16,0,As noted elsewhere in the reviews the ration of bread crumbs to ground meat is WAY off in this recipe. 1/2 cup crumbs per pound of meat is a lot better. I'm neither here nor there regarding dredging the meatballs in flour before browning. I'd never seen it done before so I tried it. Meh. It added nothing but an apparently useless step. I love Lydia-have cooked lots of her recipes but this one? Not so much. For years I've made meatballs following the recipe in my old Fannie Farmer cookbook and they are far better than this recipe...that recipe calls for all ground beef and I've always used half beef and half pork but it's still a better recipe than this one.
2002037959,246744,2018-12-16,5,"I made the dough for this in my bread machine. It turned out great. Instead of making rolls I used half for a pizza dough. Skipped the second ride, preheated my iron skillet in the convection oven at 450 setting (actually it's 425, though, the oven adjusts itself). Brushed the dough with olive oil, cooked for 5 minutes, topped and cooked for another 15 minutes. The PERFECT PIZZA CRUST! With the other half of the dough I let it rise for another 40 minutes then cooked as a bread at 375. I will be using this recipe all the time!"
218535,167834,2018-12-16,5,so delicious that it's gone in the blink of an eye
